complaint_id,order_id,complaint_text,severity,resolution_type
CMP-00242,ORD-00790,Order ORD-00790 was marked delivered but I haven't received it. Delivery agent marked wrong.,medium,exchange_initiated
CMP-00243,ORD-01169,I need to cancel order ORD-01169 but the app won't let me. It hasn't shipped yet.,medium,replacement_sent
CMP-00244,ORD-00490,I need to cancel order ORD-00490 but the app won't let me. It hasn't shipped yet.,medium,exchange_initiated
CMP-00245,ORD-00447,Delivery for ORD-00447 was left at the doorstep without notification. Please improve this.,low,coupon_issued
CMP-00246,ORD-00414,Order ORD-00414 was delivered to the right address but wrong apartment number initially.,low,coupon_issued
CMP-00247,ORD-00865,I received order ORD-00865 and the color is slightly different from the picture. Not a big deal.,low,no_action
CMP-00248,ORD-00984,My order ORD-00984 arrived a day late but everything looks fine. Just wanted to let you know.,low,no_action
CMP-00249,ORD-00800,FRAUD ALERT: Order ORD-00800 was delivered to wrong address and signed by unknown person. Need investigation.,high,investigation_opened
CMP-00250,ORD-00832,Order ORD-00832 arrived with missing parts. The charger was not included in the box.,medium,exchange_initiated
CMP-00251,ORD-00805,Order ORD-00805 is delayed by 3 days now. I need it for an event this weekend. Please expedite.,medium,partial_refund
CMP-00252,ORD-01012,Order ORD-01012 tracking was not updating for a day. It arrived though.,low,no_action
CMP-00253,ORD-01000,Product from ORD-01000 is good but took 1 extra day compared to the estimate.,low,apology_email
CMP-00254,ORD-01180,Order ORD-01180 has been stuck in transit for 5 days. No tracking updates. Very frustrating.,medium,replacement_sent
CMP-00255,ORD-00962,"Order ORD-00962 is a SCAM - the product is counterfeit, not genuine. I want full refund and compensation.",high,full_refund
CMP-00256,ORD-00394,"Minor issue with order ORD-00394 - the accessories were in a separate bag, initially thought missing.",low,no_action
CMP-00257,ORD-00706,Order ORD-00706 was marked delivered but I haven't received it. Delivery agent marked wrong.,medium,replacement_sent
CMP-00258,ORD-00838,I've been given the runaround for 2 weeks about order ORD-00838 refund. Filing complaint with consumer forum.,high,refund_with_compensation
CMP-00259,ORD-01094,Order ORD-01094: product arrived but doesn't match the size specifications listed.,medium,replacement_sent
CMP-00260,ORD-00494,I need to cancel order ORD-00494 but the app won't let me. It hasn't shipped yet.,medium,partial_refund
CMP-00261,ORD-00125,The product from order ORD-00125 works but the manual was missing. Can you send one?,low,coupon_issued
CMP-00262,ORD-01052,I received a wrong item in order ORD-01052. I ordered headphones but got a mouse. Need exchange.,medium,rescheduled_delivery
CMP-00263,ORD-00549,I received a wrong item in order ORD-00549. I ordered headphones but got a mouse. Need exchange.,medium,partial_refund
CMP-00264,ORD-00368,Order ORD-00368 was delivered but the seal was broken. I suspect it's a returned product.,medium,rescheduled_delivery
CMP-00265,ORD-00342,I paid for express shipping on order ORD-00342 but it's being shipped standard. Need correction.,medium,exchange_initiated
CMP-00266,ORD-00699,"My order ORD-00699 worth $500+ has vanished. No tracking, no updates, no support. Considering legal action.",high,escalated_to_manager
CMP-00267,ORD-00311,Order ORD-00311 - I've called 5 times about my missing package. Each time told to wait. I want my money back NOW.,high,escalated_to_manager
CMP-00268,ORD-00411,I received order ORD-00411 and the color is slightly different from the picture. Not a big deal.,low,apology_email
CMP-00269,ORD-00057,Order ORD-00057 was marked delivered but I haven't received it. Delivery agent marked wrong.,medium,replacement_sent
CMP-00270,ORD-00648,I've been waiting for order ORD-00648 refund for a week now. When will it be processed?,medium,replacement_sent
CMP-00271,ORD-01029,Order ORD-01029 arrived with missing parts. The charger was not included in the box.,medium,exchange_initiated
CMP-00272,ORD-00093,Order ORD-00093 was marked delivered but I haven't received it. Delivery agent marked wrong.,medium,partial_refund
CMP-00273,ORD-00375,My order ORD-00375 was split into two shipments without notice. One part is still missing.,medium,rescheduled_delivery
CMP-00274,ORD-00548,URGENT: Order ORD-00548 never arrived and I was charged twice! I need immediate refund for both charges.,high,full_refund
CMP-00275,ORD-00874,Order ORD-00874: Received used item sold as new. Battery is degraded. This is FRAUD. Refund immediately.,high,full_refund
CMP-00276,ORD-00349,Order ORD-00349 was delivered but the seal was broken. I suspect it's a returned product.,medium,partial_refund
CMP-00277,ORD-00083,The invoice for order ORD-00083 has a small typo in my name. Can you correct it?,low,apology_email
CMP-00278,ORD-00862,My order ORD-00862 was split into two shipments without notice. One part is still missing.,medium,rescheduled_delivery
CMP-00279,ORD-00471,Order ORD-00471: Received used item sold as new. Battery is degraded. This is FRAUD. Refund immediately.,high,full_refund
CMP-00280,ORD-00779,The product from order ORD-00779 stopped working after 2 days. I want a replacement.,medium,exchange_initiated
CMP-00281,ORD-01110,Order ORD-01110: product arrived but doesn't match the size specifications listed.,medium,exchange_initiated
CMP-00282,ORD-00297,Order ORD-00297: Allergic reaction from product that had wrong ingredients listed. Need compensation NOW.,high,refund_with_compensation
CMP-00283,ORD-00664,Order ORD-00664: product arrived but doesn't match the size specifications listed.,medium,partial_refund
CMP-00284,ORD-00208,"Order ORD-00208: the box was a bit crushed but product is fine, thanks.",low,no_action
CMP-00285,ORD-00181,Order ORD-00181: Received used item sold as new. Battery is degraded. This is FRAUD. Refund immediately.,high,refund_with_compensation
CMP-00286,ORD-01025,Order ORD-01025 delivered broken product. Customer service hung up on me TWICE. Absolutely furious.,high,investigation_opened
CMP-00287,ORD-00041,FRAUD ALERT: Order ORD-00041 was delivered to wrong address and signed by unknown person. Need investigation.,high,full_refund
CMP-00288,ORD-01069,"Order ORD-01069 is a SCAM - the product is counterfeit, not genuine. I want full refund and compensation.",high,investigation_opened
CMP-00289,ORD-00677,Order ORD-00677: product arrived but doesn't match the size specifications listed.,medium,rescheduled_delivery
CMP-00290,ORD-00196,Order ORD-00196: product arrived but doesn't match the size specifications listed.,medium,replacement_sent
CMP-00291,ORD-00307,"My order ORD-00307 worth $500+ has vanished. No tracking, no updates, no support. Considering legal action.",high,refund_with_compensation
CMP-00292,ORD-00713,I've been waiting for order ORD-00713 refund for a week now. When will it be processed?,medium,exchange_initiated
CMP-00293,ORD-01146,I need to cancel order ORD-01146 but the app won't let me. It hasn't shipped yet.,medium,rescheduled_delivery
CMP-00294,ORD-00110,Order ORD-00110 is delayed by 3 days now. I need it for an event this weekend. Please expedite.,medium,replacement_sent
CMP-00295,ORD-00646,Order ORD-00646 has been stuck in transit for 5 days. No tracking updates. Very frustrating.,medium,exchange_initiated
CMP-00296,ORD-00944,I received a completely damaged product in order ORD-00944. Screen is cracked. DEMAND full refund.,high,full_refund
CMP-00297,ORD-00937,Order ORD-00937 product has a scratch on the screen. It's supposed to be brand new.,medium,rescheduled_delivery
CMP-00298,ORD-00499,I received a wrong item in order ORD-00499. I ordered headphones but got a mouse. Need exchange.,medium,replacement_sent
CMP-00299,ORD-00087,I got order ORD-00087 a few hours after the estimated window. Not urgent but noting it.,low,coupon_issued
CMP-00300,ORD-00931,URGENT: Order ORD-00931 was supposed to be a gift. It's 2 weeks late and the occasion has passed. Full refund.,high,escalated_to_manager
CMP-00301,ORD-00449,Order ORD-00449: Received used item sold as new. Battery is degraded. This is FRAUD. Refund immediately.,high,investigation_opened
CMP-00302,ORD-00753,Order ORD-00753 product is DEFECTIVE and almost caused a safety hazard. This needs immediate attention.,high,investigation_opened
CMP-00303,ORD-00195,My order ORD-00195 was split into two shipments without notice. One part is still missing.,medium,partial_refund
CMP-00304,ORD-00144,Order ORD-00144 was delivered to the right address but wrong apartment number initially.,low,coupon_issued
CMP-00305,ORD-00037,Order ORD-00037 delivered broken product. Customer service hung up on me TWICE. Absolutely furious.,high,refund_with_compensation
CMP-00306,ORD-00198,The invoice for order ORD-00198 has a small typo in my name. Can you correct it?,low,apology_email
CMP-00307,ORD-00026,"Minor issue with order ORD-00026 - the accessories were in a separate bag, initially thought missing.",low,apology_email
CMP-00308,ORD-00738,Order ORD-00738: Allergic reaction from product that had wrong ingredients listed. Need compensation NOW.,high,escalated_to_manager
CMP-00309,ORD-00608,My order ORD-00608 arrived a day late but everything looks fine. Just wanted to let you know.,low,coupon_issued
CMP-00310,ORD-00245,Order ORD-00245 product has a scratch on the screen. It's supposed to be brand new.,medium,partial_refund
CMP-00311,ORD-00501,"Order ORD-00501 is a SCAM - the product is counterfeit, not genuine. I want full refund and compensation.",high,escalated_to_manager
CMP-00312,ORD-00399,"Order ORD-00399: the box was a bit crushed but product is fine, thanks.",low,no_action
CMP-00313,ORD-00065,The product from order ORD-00065 works but the manual was missing. Can you send one?,low,apology_email
CMP-00314,ORD-00812,Order ORD-00812 has been stuck in transit for 5 days. No tracking updates. Very frustrating.,medium,replacement_sent
CMP-00315,ORD-00948,I received a completely damaged product in order ORD-00948. Screen is cracked. DEMAND full refund.,high,full_refund
CMP-00316,ORD-00995,I got order ORD-00995 a few hours after the estimated window. Not urgent but noting it.,low,apology_email
CMP-00317,ORD-01113,Order ORD-01113: Allergic reaction from product that had wrong ingredients listed. Need compensation NOW.,high,investigation_opened
CMP-00318,ORD-00512,"Order ORD-00512 is a SCAM - the product is counterfeit, not genuine. I want full refund and compensation.",high,full_refund
CMP-00319,ORD-01073,I received order ORD-01073 and the color is slightly different from the picture. Not a big deal.,low,no_action
CMP-00320,ORD-00855,URGENT: Order ORD-00855 was supposed to be a gift. It's 2 weeks late and the occasion has passed. Full refund.,high,refund_with_compensation
CMP-00321,ORD-01009,Order ORD-01009 arrived fine but the delivery person was a bit rude.,low,apology_email
CMP-00322,ORD-00461,"Order ORD-00461: the box was a bit crushed but product is fine, thanks.",low,no_action
CMP-00323,ORD-00017,I need to cancel order ORD-00017 but the app won't let me. It hasn't shipped yet.,medium,rescheduled_delivery
CMP-00324,ORD-00038,The product from order ORD-00038 stopped working after 2 days. I want a replacement.,medium,exchange_initiated
CMP-00325,ORD-00348,Product from ORD-00348 is good but took 1 extra day compared to the estimate.,low,no_action
CMP-00326,ORD-00058,Delivery for ORD-00058 was left at the doorstep without notification. Please improve this.,low,no_action
CMP-00327,ORD-00346,Order ORD-00346: product arrived but doesn't match the size specifications listed.,medium,partial_refund
CMP-00328,ORD-00807,Order ORD-00807 product has a scratch on the screen. It's supposed to be brand new.,medium,exchange_initiated
CMP-00329,ORD-00739,Order ORD-00739 arrived fine but the delivery person was a bit rude.,low,no_action
CMP-00330,ORD-00044,"My order ORD-00044 worth $500+ has vanished. No tracking, no updates, no support. Considering legal action.",high,investigation_opened
CMP-00331,ORD-00416,My order ORD-00416 was split into two shipments without notice. One part is still missing.,medium,exchange_initiated
CMP-00332,ORD-00122,My order ORD-00122 was split into two shipments without notice. One part is still missing.,medium,rescheduled_delivery
CMP-00333,ORD-00217,I got order ORD-00217 a few hours after the estimated window. Not urgent but noting it.,low,no_action
CMP-00334,ORD-00827,"Minor issue with order ORD-00827 - the accessories were in a separate bag, initially thought missing.",low,no_action
CMP-00335,ORD-00670,I've been waiting for order ORD-00670 refund for a week now. When will it be processed?,medium,replacement_sent
CMP-00336,ORD-00684,I got order ORD-00684 a few hours after the estimated window. Not urgent but noting it.,low,coupon_issued
CMP-00337,ORD-01122,Order ORD-01122 arrived with missing parts. The charger was not included in the box.,medium,rescheduled_delivery
CMP-00338,ORD-00470,"Minor issue with order ORD-00470 - the accessories were in a separate bag, initially thought missing.",low,coupon_issued
CMP-00339,ORD-00695,Order ORD-00695 tracking was not updating for a day. It arrived though.,low,apology_email
CMP-00340,ORD-00550,Order ORD-00550 arrived fine but the delivery person was a bit rude.,low,apology_email
CMP-00341,ORD-00977,I received a completely damaged product in order ORD-00977. Screen is cracked. DEMAND full refund.,high,full_refund
CMP-00342,ORD-00759,Order ORD-00759 delivery was rescheduled twice without my consent. Very inconvenient.,medium,exchange_initiated
CMP-00343,ORD-00594,The packaging for order ORD-00594 was slightly damaged but the product inside is okay.,low,apology_email
CMP-00344,ORD-00239,Order ORD-00239 tracking was not updating for a day. It arrived though.,low,apology_email
CMP-00345,ORD-00074,URGENT: Order ORD-00074 was supposed to be a gift. It's 2 weeks late and the occasion has passed. Full refund.,high,refund_with_compensation
CMP-00346,ORD-00877,Order ORD-00877: product arrived but doesn't match the size specifications listed.,medium,exchange_initiated
CMP-00347,ORD-00754,"Minor issue with order ORD-00754 - the accessories were in a separate bag, initially thought missing.",low,apology_email
CMP-00348,ORD-00145,Order ORD-00145 was delivered but the seal was broken. I suspect it's a returned product.,medium,rescheduled_delivery
CMP-00349,ORD-00890,Order ORD-00890 arrived with missing parts. The charger was not included in the box.,medium,partial_refund
CMP-00350,ORD-00866,The quality of the product in order ORD-00866 doesn't match the description. Want a return.,medium,partial_refund
CMP-00351,ORD-00980,Order ORD-00980: product arrived but doesn't match the size specifications listed.,medium,exchange_initiated
CMP-00352,ORD-00483,Order ORD-00483 tracking was not updating for a day. It arrived though.,low,no_action
CMP-00353,ORD-00634,My order ORD-00634 arrived a day late but everything looks fine. Just wanted to let you know.,low,apology_email
CMP-00354,ORD-00047,Tracking for order ORD-00047 showed delivered but I found it at neighbor's place.,low,apology_email
CMP-00355,ORD-00249,Order ORD-00249: product arrived but doesn't match the size specifications listed.,medium,exchange_initiated
CMP-00356,ORD-00719,Order ORD-00719 was supposed to arrive yesterday but came today. Minor inconvenience.,low,coupon_issued
CMP-00357,ORD-00665,The quality of the product in order ORD-00665 doesn't match the description. Want a return.,medium,exchange_initiated
CMP-00358,ORD-00134,Tracking for order ORD-00134 showed delivered but I found it at neighbor's place.,low,no_action
CMP-00359,ORD-00015,The packaging for order ORD-00015 was slightly damaged but the product inside is okay.,low,no_action
CMP-00360,ORD-01042,I received a completely damaged product in order ORD-01042. Screen is cracked. DEMAND full refund.,high,escalated_to_manager
CMP-00361,ORD-00901,I need to cancel order ORD-00901 but the app won't let me. It hasn't shipped yet.,medium,rescheduled_delivery
CMP-00362,ORD-00052,Order ORD-00052 product has a scratch on the screen. It's supposed to be brand new.,medium,partial_refund
CMP-00363,ORD-00315,Order ORD-00315 is delayed by 3 days now. I need it for an event this weekend. Please expedite.,medium,partial_refund
CMP-00364,ORD-00813,I received a wrong item in order ORD-00813. I ordered headphones but got a mouse. Need exchange.,medium,partial_refund
CMP-00365,ORD-00100,Order ORD-00100: Received used item sold as new. Battery is degraded. This is FRAUD. Refund immediately.,high,full_refund
CMP-00366,ORD-00468,URGENT: Order ORD-00468 never arrived and I was charged twice! I need immediate refund for both charges.,high,refund_with_compensation
CMP-00367,ORD-00626,Order ORD-00626 product has a scratch on the screen. It's supposed to be brand new.,medium,replacement_sent
CMP-00368,ORD-00175,I paid for express shipping on order ORD-00175 but it's being shipped standard. Need correction.,medium,replacement_sent
CMP-00369,ORD-00606,I received a completely damaged product in order ORD-00606. Screen is cracked. DEMAND full refund.,high,full_refund
CMP-00370,ORD-00066,"Order ORD-00066: the box was a bit crushed but product is fine, thanks.",low,coupon_issued
CMP-00371,ORD-01120,The quality of the product in order ORD-01120 doesn't match the description. Want a return.,medium,rescheduled_delivery
CMP-00372,ORD-01046,Order ORD-01046 is delayed by 3 days now. I need it for an event this weekend. Please expedite.,medium,rescheduled_delivery
CMP-00373,ORD-00978,Order ORD-00978: Received used item sold as new. Battery is degraded. This is FRAUD. Refund immediately.,high,investigation_opened
CMP-00374,ORD-00610,My order ORD-00610 was split into two shipments without notice. One part is still missing.,medium,partial_refund
CMP-00375,ORD-00819,My order ORD-00819 arrived a day late but everything looks fine. Just wanted to let you know.,low,coupon_issued
CMP-00376,ORD-00631,Product from ORD-00631 is good but took 1 extra day compared to the estimate.,low,no_action
CMP-00377,ORD-00226,Order ORD-00226 delivery was rescheduled twice without my consent. Very inconvenient.,medium,exchange_initiated
CMP-00378,ORD-00888,Delivery for ORD-00888 was left at the doorstep without notification. Please improve this.,low,no_action
CMP-00379,ORD-00917,Product from ORD-00917 is good but took 1 extra day compared to the estimate.,low,apology_email
CMP-00380,ORD-00437,"Order ORD-00437: the box was a bit crushed but product is fine, thanks.",low,no_action
CMP-00381,ORD-00926,Product from ORD-00926 is good but took 1 extra day compared to the estimate.,low,apology_email
CMP-00382,ORD-00756,Product from ORD-00756 is good but took 1 extra day compared to the estimate.,low,coupon_issued
CMP-00383,ORD-00923,Delivery for ORD-00923 was left at the doorstep without notification. Please improve this.,low,apology_email
CMP-00384,ORD-00412,"My order ORD-00412 worth $500+ has vanished. No tracking, no updates, no support. Considering legal action.",high,refund_with_compensation
CMP-00385,ORD-00333,Order ORD-00333 has been lost by the carrier and nobody takes responsibility. 15 days and counting!,high,escalated_to_manager
CMP-00386,ORD-00124,I received a wrong item in order ORD-00124. I ordered headphones but got a mouse. Need exchange.,medium,rescheduled_delivery
CMP-00387,ORD-00701,The quality of the product in order ORD-00701 doesn't match the description. Want a return.,medium,exchange_initiated
CMP-00388,ORD-00590,"Order ORD-00590 is a SCAM - the product is counterfeit, not genuine. I want full refund and compensation.",high,refund_with_compensation
CMP-00389,ORD-01076,Order ORD-01076 arrived with missing parts. The charger was not included in the box.,medium,replacement_sent
CMP-00390,ORD-00141,Order ORD-00141 delivered broken product. Customer service hung up on me TWICE. Absolutely furious.,high,refund_with_compensation
CMP-00391,ORD-00330,Order ORD-00330 arrived with missing parts. The charger was not included in the box.,medium,exchange_initiated
CMP-00392,ORD-00219,I got order ORD-00219 a few hours after the estimated window. Not urgent but noting it.,low,apology_email
CMP-00393,ORD-01082,Order ORD-01082: Received used item sold as new. Battery is degraded. This is FRAUD. Refund immediately.,high,escalated_to_manager
CMP-00394,ORD-00847,My order ORD-00847 was split into two shipments without notice. One part is still missing.,medium,partial_refund
CMP-00395,ORD-00892,"EXTREMELY DISAPPOINTED with order ORD-00892. Wrong product, damaged box, late delivery. Want to speak to manager.",high,full_refund
CMP-00396,ORD-00178,The invoice for order ORD-00178 has a small typo in my name. Can you correct it?,low,no_action
CMP-00397,ORD-01100,"Order ORD-01100 is a SCAM - the product is counterfeit, not genuine. I want full refund and compensation.",high,refund_with_compensation
CMP-00398,ORD-00823,Order ORD-00823 tracking was not updating for a day. It arrived though.,low,coupon_issued
CMP-00399,ORD-00815,URGENT: Order ORD-00815 was supposed to be a gift. It's 2 weeks late and the occasion has passed. Full refund.,high,escalated_to_manager
CMP-00400,ORD-00281,Order ORD-00281 was marked delivered but I haven't received it. Delivery agent marked wrong.,medium,replacement_sent
CMP-00401,ORD-00853,Order ORD-00853: product arrived but doesn't match the size specifications listed.,medium,replacement_sent
CMP-00402,ORD-00776,Order ORD-00776 delivery was rescheduled twice without my consent. Very inconvenient.,medium,exchange_initiated
CMP-00403,ORD-00426,The quality of the product in order ORD-00426 doesn't match the description. Want a return.,medium,rescheduled_delivery
CMP-00404,ORD-01115,I paid for express shipping on order ORD-01115 but it's being shipped standard. Need correction.,medium,replacement_sent
CMP-00405,ORD-00714,URGENT: Order ORD-00714 never arrived and I was charged twice! I need immediate refund for both charges.,high,full_refund
CMP-00406,ORD-01039,The quality of the product in order ORD-01039 doesn't match the description. Want a return.,medium,partial_refund
CMP-00407,ORD-01031,URGENT: Order ORD-01031 was supposed to be a gift. It's 2 weeks late and the occasion has passed. Full refund.,high,investigation_opened
CMP-00408,ORD-01139,The invoice for order ORD-01139 has a small typo in my name. Can you correct it?,low,coupon_issued
CMP-00409,ORD-01053,The product from order ORD-01053 works but the manual was missing. Can you send one?,low,coupon_issued
CMP-00410,ORD-01044,Order ORD-01044 product has a scratch on the screen. It's supposed to be brand new.,medium,exchange_initiated
CMP-00411,ORD-00596,Order ORD-00596 was marked delivered but I haven't received it. Delivery agent marked wrong.,medium,rescheduled_delivery
CMP-00412,ORD-00042,URGENT: Order ORD-00042 was supposed to be a gift. It's 2 weeks late and the occasion has passed. Full refund.,high,escalated_to_manager
CMP-00413,ORD-00137,The packaging for order ORD-00137 was slightly damaged but the product inside is okay.,low,coupon_issued
CMP-00414,ORD-00103,FRAUD ALERT: Order ORD-00103 was delivered to wrong address and signed by unknown person. Need investigation.,high,full_refund
CMP-00415,ORD-00840,Order ORD-00840 is delayed by 3 days now. I need it for an event this weekend. Please expedite.,medium,replacement_sent
CMP-00416,ORD-00628,Order ORD-00628 is delayed by 3 days now. I need it for an event this weekend. Please expedite.,medium,partial_refund
CMP-00417,ORD-00386,The quality of the product in order ORD-00386 doesn't match the description. Want a return.,medium,exchange_initiated
CMP-00418,ORD-00162,"My order ORD-00162 worth $500+ has vanished. No tracking, no updates, no support. Considering legal action.",high,investigation_opened
CMP-00419,ORD-00878,I need to cancel order ORD-00878 but the app won't let me. It hasn't shipped yet.,medium,rescheduled_delivery
CMP-00420,ORD-00903,My order ORD-00903 was split into two shipments without notice. One part is still missing.,medium,exchange_initiated
CMP-00421,ORD-00924,Order ORD-00924 is 10 days late and nobody from support is helping. This is unacceptable! Escalate NOW.,high,escalated_to_manager
CMP-00422,ORD-00007,I received order ORD-00007 and the color is slightly different from the picture. Not a big deal.,low,no_action
CMP-00423,ORD-00008,"My order ORD-00008 worth $500+ has vanished. No tracking, no updates, no support. Considering legal action.",high,escalated_to_manager
CMP-00424,ORD-00184,Order ORD-00184 - I've called 5 times about my missing package. Each time told to wait. I want my money back NOW.,high,investigation_opened
CMP-00425,ORD-00092,Order ORD-00092 product has a scratch on the screen. It's supposed to be brand new.,medium,partial_refund
CMP-00426,ORD-00724,Order ORD-00724 product has a scratch on the screen. It's supposed to be brand new.,medium,partial_refund
CMP-00427,ORD-00668,Product from ORD-00668 is good but took 1 extra day compared to the estimate.,low,apology_email
CMP-00428,ORD-00806,The invoice for order ORD-00806 has a small typo in my name. Can you correct it?,low,no_action
CMP-00429,ORD-01177,"Minor issue with order ORD-01177 - the accessories were in a separate bag, initially thought missing.",low,no_action
CMP-00430,ORD-00427,The quality of the product in order ORD-00427 doesn't match the description. Want a return.,medium,exchange_initiated
CMP-00431,ORD-00711,I need to cancel order ORD-00711 but the app won't let me. It hasn't shipped yet.,medium,exchange_initiated
CMP-00432,ORD-01109,The product from order ORD-01109 stopped working after 2 days. I want a replacement.,medium,rescheduled_delivery
CMP-00433,ORD-00709,I need to cancel order ORD-00709 but the app won't let me. It hasn't shipped yet.,medium,exchange_initiated
CMP-00434,ORD-00130,My order ORD-00130 arrived a day late but everything looks fine. Just wanted to let you know.,low,no_action
CMP-00435,ORD-00212,My order ORD-00212 was split into two shipments without notice. One part is still missing.,medium,exchange_initiated
CMP-00436,ORD-00147,URGENT: Order ORD-00147 was supposed to be a gift. It's 2 weeks late and the occasion has passed. Full refund.,high,investigation_opened
CMP-00437,ORD-00975,I paid for express shipping on order ORD-00975 but it's being shipped standard. Need correction.,medium,rescheduled_delivery
CMP-00438,ORD-00278,The invoice for order ORD-00278 has a small typo in my name. Can you correct it?,low,apology_email
CMP-00439,ORD-00864,My order ORD-00864 was split into two shipments without notice. One part is still missing.,medium,exchange_initiated
CMP-00440,ORD-00462,My order ORD-00462 arrived a day late but everything looks fine. Just wanted to let you know.,low,coupon_issued
CMP-00441,ORD-00422,The product from order ORD-00422 works but the manual was missing. Can you send one?,low,apology_email
CMP-00442,ORD-01086,Order ORD-01086 was marked delivered but I haven't received it. Delivery agent marked wrong.,medium,exchange_initiated
CMP-00443,ORD-00179,Order ORD-00179 is 10 days late and nobody from support is helping. This is unacceptable! Escalate NOW.,high,investigation_opened
CMP-00444,ORD-00834,Order ORD-00834 product has a scratch on the screen. It's supposed to be brand new.,medium,rescheduled_delivery
CMP-00445,ORD-00768,Order ORD-00768 arrived with missing parts. The charger was not included in the box.,medium,replacement_sent
CMP-00446,ORD-01090,Tracking for order ORD-01090 showed delivered but I found it at neighbor's place.,low,no_action
CMP-00447,ORD-00611,The quality of the product in order ORD-00611 doesn't match the description. Want a return.,medium,partial_refund
CMP-00448,ORD-00185,I paid for express shipping on order ORD-00185 but it's being shipped standard. Need correction.,medium,rescheduled_delivery
CMP-00449,ORD-00735,URGENT: Order ORD-00735 was supposed to be a gift. It's 2 weeks late and the occasion has passed. Full refund.,high,investigation_opened
CMP-00450,ORD-00883,Delivery for ORD-00883 was left at the doorstep without notification. Please improve this.,low,coupon_issued
CMP-00451,ORD-00627,Order ORD-00627 arrived with missing parts. The charger was not included in the box.,medium,rescheduled_delivery
CMP-00452,ORD-00091,Order ORD-00091 delivered broken product. Customer service hung up on me TWICE. Absolutely furious.,high,escalated_to_manager
CMP-00453,ORD-00643,Order ORD-00643 was marked delivered but I haven't received it. Delivery agent marked wrong.,medium,replacement_sent
CMP-00454,ORD-00309,Order ORD-00309 has been stuck in transit for 5 days. No tracking updates. Very frustrating.,medium,partial_refund
CMP-00455,ORD-00357,The product from order ORD-00357 works but the manual was missing. Can you send one?,low,apology_email
CMP-00456,ORD-00429,The invoice for order ORD-00429 has a small typo in my name. Can you correct it?,low,apology_email
CMP-00457,ORD-00005,The product from order ORD-00005 stopped working after 2 days. I want a replacement.,medium,replacement_sent
CMP-00458,ORD-00572,Order ORD-00572 product is DEFECTIVE and almost caused a safety hazard. This needs immediate attention.,high,refund_with_compensation
CMP-00459,ORD-00242,Order ORD-00242 has been stuck in transit for 5 days. No tracking updates. Very frustrating.,medium,partial_refund
CMP-00460,ORD-00197,Order ORD-00197: Allergic reaction from product that had wrong ingredients listed. Need compensation NOW.,high,full_refund
CMP-00461,ORD-00121,Order ORD-00121 product is DEFECTIVE and almost caused a safety hazard. This needs immediate attention.,high,investigation_opened
CMP-00462,ORD-00543,I received order ORD-00543 and the color is slightly different from the picture. Not a big deal.,low,no_action
CMP-00463,ORD-00098,The quality of the product in order ORD-00098 doesn't match the description. Want a return.,medium,rescheduled_delivery
CMP-00464,ORD-00848,Order ORD-00848 delivered broken product. Customer service hung up on me TWICE. Absolutely furious.,high,refund_with_compensation
CMP-00465,ORD-01188,Order ORD-01188 delivered broken product. Customer service hung up on me TWICE. Absolutely furious.,high,refund_with_compensation
CMP-00466,ORD-00553,URGENT: Order ORD-00553 was supposed to be a gift. It's 2 weeks late and the occasion has passed. Full refund.,high,full_refund
CMP-00467,ORD-00520,Order ORD-00520: product arrived but doesn't match the size specifications listed.,medium,exchange_initiated
CMP-00468,ORD-00225,URGENT: Order ORD-00225 was supposed to be a gift. It's 2 weeks late and the occasion has passed. Full refund.,high,full_refund
CMP-00469,ORD-00476,Order ORD-00476 delivered broken product. Customer service hung up on me TWICE. Absolutely furious.,high,full_refund
CMP-00470,ORD-01063,URGENT: Order ORD-01063 never arrived and I was charged twice! I need immediate refund for both charges.,high,full_refund
CMP-00471,ORD-00676,The packaging for order ORD-00676 was slightly damaged but the product inside is okay.,low,no_action
CMP-00472,ORD-00214,I received a completely damaged product in order ORD-00214. Screen is cracked. DEMAND full refund.,high,refund_with_compensation
CMP-00473,ORD-00284,Order ORD-00284 was delivered but the seal was broken. I suspect it's a returned product.,medium,exchange_initiated
CMP-00474,ORD-00055,I received a wrong item in order ORD-00055. I ordered headphones but got a mouse. Need exchange.,medium,partial_refund
CMP-00475,ORD-00199,I've been waiting for order ORD-00199 refund for a week now. When will it be processed?,medium,partial_refund
CMP-00476,ORD-00116,I received order ORD-00116 and the color is slightly different from the picture. Not a big deal.,low,apology_email
CMP-00477,ORD-00860,Order ORD-00860 delivered broken product. Customer service hung up on me TWICE. Absolutely furious.,high,full_refund
CMP-00478,ORD-00702,Product from ORD-00702 is good but took 1 extra day compared to the estimate.,low,apology_email
CMP-00479,ORD-00486,Order ORD-00486 delivery was rescheduled twice without my consent. Very inconvenient.,medium,partial_refund
CMP-00480,ORD-00828,Order ORD-00828 was supposed to arrive yesterday but came today. Minor inconvenience.,low,coupon_issued
CMP-00481,ORD-00916,Order ORD-00916 product is DEFECTIVE and almost caused a safety hazard. This needs immediate attention.,high,escalated_to_manager
CMP-00482,ORD-01178,Product from ORD-01178 is good but took 1 extra day compared to the estimate.,low,coupon_issued
CMP-00483,ORD-01075,The product from order ORD-01075 stopped working after 2 days. I want a replacement.,medium,partial_refund
CMP-00484,ORD-00045,I've been given the runaround for 2 weeks about order ORD-00045 refund. Filing complaint with consumer forum.,high,investigation_opened
